StoreID,ProductID,SnapshotDate,QuantityOnHand,ReorderLevel,OnOrderQty,LastModifiedDate,SourceSystem
419,13945.0,2025-01-23,226,12,51,2025-01-23,INVENTORY
603,16375.0,2025-01-30,224,20,46,2025-02-01,INVENTORY
755,9417.0,2025-01-23,123,7,48,2025-01-26,INVENTORY
333,2089.0,2025-01-11,204,5,53,2025-01-12,INVENTORY
240,37275.0,2025-01-25,214,9,55,2025-01-25,INVENTORY
793,10009.0,2025-01-26,80,26,61,2025-01-29,INVENTORY
557,16627.0,2025-01-23,36,18,21,2025-01-25,INVENTORY
398,34498.0,2025-01-14,2,26,118,2025-01-14,INVENTORY
624,16305.0,2025-01-08,199,38,7,2025-01-10,INVENTORY
43,41080.0,2025-01-21,212,41,72,2025-01-23,INVENTORY
719,19864.0,2025-01-25,126,14,68,2025-01-25,INVENTORY
700,8071.0,2025-01-15,88,8,65,2025-01-15,INVENTORY
421,7719.0,2025-01-03,134,9,50,2025-01-06,INVENTORY
559,42717.0,2025-01-31,60,15,0,2025-02-03,INVENTORY
735,13854.0,2025-01-23,216,26,20,2025-01-23,INVENTORY
564,46188.0,2025-01-21,108,18,70,2025-01-24,INVENTORY
741,2152.0,2025-01-23,136,10,68,2025-01-25,INVENTORY
611,36585.0,2025-01-24,87,12,21,2025-01-25,INVENTORY
545,24823.0,2025-01-19,156,44,94,2025-01-20,INVENTORY
663,24999.0,2025-01-25,80,23,70,2025-01-27,INVENTORY
335,43183.0,2025-01-13,142,11,99,2025-01-14,INVENTORY
408,28946.0,2025-01-12,70,8,97,2025-01-14,INVENTORY
129,44062.0,2025-01-09,70,13,48,2025-01-10,INVENTORY
165,20638.0,2025-01-18,227,9,9,2025-01-20,INVENTORY
653,37471.0,2025-01-10,110,30,109,2025-01-12,INVENTORY
732,6980.0,2025-01-27,134,29,103,2025-01-29,INVENTORY
768,3903.0,2025-01-02,213,20,18,2025-01-05,INVENTORY
218,35129.0,2025-01-18,71,19,105,2025-01-19,INVENTORY
486,25493.0,2025-01-06,232,43,30,2025-01-06,INVENTORY
618,13747.0,2025-01-12,58,8,53,2025-01-15,INVENTORY
479,3729.0,2025-01-18,52,42,106,2025-01-18,INVENTORY
398,27067.0,2025-01-30,87,12,95,2025-02-02,INVENTORY
392,11282.0,2025-01-03,136,24,9,2025-01-04,INVENTORY
644,896.0,2025-01-10,69,37,83,2025-01-10,INVENTORY
88,5185.0,2025-01-27,103,34,9,2025-01-29,INVENTORY
498,40689.0,2025-01-07,231,17,52,2025-01-10,INVENTORY
498,22913.0,2025-01-20,145,44,38,2025-01-21,INVENTORY
142,26720.0,2025-01-06,47,30,110,2025-01-06,INVENTORY
42,16654.0,2025-01-17,143,33,83,2025-01-17,INVENTORY
596,19756.0,2025-01-18,161,13,18,2025-01-21,INVENTORY
540,41058.0,2025-01-30,18,32,29,2025-02-01,INVENTORY
541,47624.0,2025-01-08,180,42,80,2025-01-11,INVENTORY
766,4995.0,2025-01-24,85,35,12,2025-01-26,INVENTORY
161,11292.0,2025-01-12,111,34,4,2025-01-15,INVENTORY
704,35755.0,2025-01-25,43,41,113,2025-01-26,INVENTORY
465,6131.0,2025-01-03,37,35,22,2025-01-03,INVENTORY
163,24225.0,2025-01-14,13,27,9,2025-01-14,INVENTORY
526,27727.0,2025-01-18,56,35,25,2025-01-18,INVENTORY
544,28830.0,2025-01-08,94,44,79,2025-01-10,INVENTORY
112,13261.0,2025-01-24,230,34,32,2025-01-25,INVENTORY
329,28577.0,2025-01-02,41,23,27,2025-01-04,INVENTORY
33,34522.0,2025-01-02,203,9,12,2025-01-05,INVENTORY
694,14805.0,2025-01-11,218,9,15,2025-01-14,INVENTORY
146,3416.0,2025-01-15,49,37,15,2025-01-16,INVENTORY
672,39063.0,2025-01-10,211,34,73,2025-01-10,INVENTORY
547,1294.0,2025-01-01,125,37,53,2025-01-03,INVENTORY
343,6169.0,2025-01-11,164,10,3,2025-01-11,INVENTORY
100,35215.0,2025-01-05,46,32,82,2025-01-05,INVENTORY
637,14538.0,2025-01-05,131,25,17,2025-01-08,INVENTORY
685,16045.0,2025-01-12,199,26,25,2025-01-14,INVENTORY
748,18017.0,2025-01-14,195,10,91,2025-01-15,INVENTORY
654,16611.0,2025-01-22,44,7,80,2025-01-24,INVENTORY
162,833.0,2025-01-26,59,27,90,2025-01-27,INVENTORY
520,49141.0,2025-01-09,65,12,74,2025-01-12,INVENTORY
37,2775.0,2025-01-15,165,15,40,2025-01-18,INVENTORY
459,28429.0,2025-01-22,24,10,119,2025-01-25,INVENTORY
37,47868.0,2025-01-06,201,16,105,2025-01-09,INVENTORY
139,36116.0,2025-01-25,87,7,75,2025-01-28,INVENTORY
698,37333.0,2025-01-06,63,39,6,2025-01-08,INVENTORY
701,14708.0,2025-01-11,141,37,7,2025-01-13,INVENTORY
87,48585.0,2025-01-04,16,40,114,2025-01-07,INVENTORY
522,18935.0,2025-01-01,136,32,20,2025-01-02,INVENTORY
137,9439.0,2025-01-25,138,44,7,2025-01-28,INVENTORY
553,32512.0,2025-01-08,220,15,63,2025-01-11,INVENTORY
378,49405.0,2025-01-31,127,30,84,2025-02-03,INVENTORY
391,13025.0,2025-01-11,29,6,81,2025-01-11,INVENTORY
246,48833.0,2025-01-12,148,10,60,2025-01-12,INVENTORY
735,49428.0,2025-01-08,200,10,109,2025-01-09,INVENTORY
402,11.0,2025-01-14,18,32,8,2025-01-15,INVENTORY
192,40661.0,2025-01-03,103,23,37,2025-01-06,INVENTORY
407,39749.0,2025-01-07,12,38,46,2025-01-07,INVENTORY
357,41262.0,2025-01-21,45,33,24,2025-01-22,INVENTORY
493,17987.0,2025-01-12,177,28,18,2025-01-15,INVENTORY
725,9894.0,2025-01-02,220,15,40,2025-01-04,INVENTORY
80,15785.0,2025-01-02,9,24,69,2025-01-04,INVENTORY
98,26699.0,2025-01-04,62,14,104,2025-01-06,INVENTORY
87,49301.0,2025-01-17,98,23,85,2025-01-20,INVENTORY
519,26994.0,2025-01-28,104,22,23,2025-01-29,INVENTORY
760,12323.0,2025-01-03,196,26,57,2025-01-05,INVENTORY
540,42365.0,2025-01-17,234,14,16,2025-01-19,INVENTORY
442,41864.0,2025-01-10,118,29,100,2025-01-11,INVENTORY
139,38240.0,2025-01-11,168,6,115,2025-01-13,INVENTORY
4,12583.0,2025-01-29,55,19,37,2025-02-01,INVENTORY
125,17704.0,2025-01-29,126,43,100,2025-01-30,INVENTORY
331,16109.0,2025-01-05,68,10,101,2025-01-06,INVENTORY
512,19818.0,2025-01-19,193,21,107,2025-01-21,INVENTORY
305,621.0,2025-01-07,173,33,1,2025-01-10,INVENTORY
439,5079.0,2025-01-27,193,32,105,2025-01-29,INVENTORY
286,35470.0,2025-01-31,20,44,69,2025-02-02,INVENTORY
605,5766.0,2025-01-23,48,15,41,2025-01-25,INVENTORY
491,8165.0,2025-01-24,93,18,92,2025-01-24,INVENTORY
329,23804.0,2025-01-25,75,5,34,2025-01-26,INVENTORY
385,7532.0,2025-01-16,94,5,41,2025-01-16,INVENTORY
259,44615.0,2025-01-12,68,21,63,2025-01-13,INVENTORY
219,48831.0,2025-01-03,20,20,61,2025-01-04,INVENTORY
251,21070.0,2025-01-23,0,39,93,2025-01-24,INVENTORY
123,42205.0,2025-01-15,125,29,113,2025-01-18,INVENTORY
435,25003.0,2025-01-16,116,30,29,2025-01-16,INVENTORY
464,23957.0,2025-01-18,240,31,24,2025-01-18,INVENTORY
730,129.0,2025-01-22,172,9,35,2025-01-25,INVENTORY
782,22298.0,2025-01-19,201,18,101,2025-01-21,INVENTORY
404,8445.0,2025-01-06,175,27,79,2025-01-06,INVENTORY
236,32106.0,2025-01-06,212,29,103,2025-01-06,INVENTORY
259,5950.0,2025-01-27,149,20,51,2025-01-28,INVENTORY
568,11500.0,2025-01-29,132,39,108,2025-02-01,INVENTORY
565,45901.0,2025-01-24,94,16,115,2025-01-25,INVENTORY
611,45648.0,2025-01-07,121,27,31,2025-01-10,INVENTORY
735,28717.0,2025-01-08,249,15,108,2025-01-09,INVENTORY
477,44979.0,2025-01-19,29,38,107,2025-01-20,INVENTORY
417,7713.0,2025-01-25,33,24,48,2025-01-25,INVENTORY
246,14980.0,2025-01-01,115,43,107,2025-01-02,INVENTORY
639,4823.0,2025-01-23,115,36,48,2025-01-24,INVENTORY
690,16835.0,2025-01-10,245,39,48,2025-01-11,INVENTORY
24,6798.0,2025-01-19,213,6,27,2025-01-21,INVENTORY
555,21585.0,2025-01-16,182,19,68,2025-01-16,INVENTORY
759,10974.0,2025-01-22,142,33,87,2025-01-22,INVENTORY
148,10663.0,2025-01-06,32,29,21,2025-01-06,INVENTORY
98,14335.0,2025-01-04,150,24,61,2025-01-05,INVENTORY
539,49495.0,2025-01-25,126,20,22,2025-01-27,INVENTORY
366,44293.0,2025-01-22,124,39,95,2025-01-25,INVENTORY
464,44864.0,2025-01-28,73,15,0,2025-01-29,INVENTORY
735,16633.0,2025-01-31,27,38,62,2025-02-01,INVENTORY
132,11100.0,2025-01-27,129,29,90,2025-01-29,INVENTORY
493,35576.0,2025-01-30,239,33,95,2025-02-02,INVENTORY
83,17496.0,2025-01-02,125,5,22,2025-01-04,INVENTORY
444,20056.0,2025-01-05,237,21,33,2025-01-05,INVENTORY
185,30799.0,2025-01-17,19,22,99,2025-01-19,INVENTORY
280,5469.0,2025-01-26,183,9,79,2025-01-28,INVENTORY
256,7623.0,2025-01-16,19,43,19,2025-01-17,INVENTORY
489,25999.0,2025-01-18,233,34,105,2025-01-18,INVENTORY
344,25355.0,2025-01-09,61,13,39,2025-01-12,INVENTORY
515,25711.0,2025-01-26,56,36,25,2025-01-29,INVENTORY
650,42802.0,2025-01-07,92,44,48,2025-01-08,INVENTORY
574,34796.0,2025-01-22,104,39,113,2025-01-23,INVENTORY
378,34347.0,2025-01-01,64,32,39,2025-01-04,INVENTORY
39,14207.0,2025-01-14,247,11,73,2025-01-14,INVENTORY
633,46480.0,2025-01-20,185,18,5,2025-01-22,INVENTORY
178,18253.0,2025-01-14,242,18,79,2025-01-16,INVENTORY
706,27768.0,2025-01-25,169,17,61,2025-01-27,INVENTORY
14,36899.0,2025-01-02,96,28,115,2025-01-05,INVENTORY
74,2051.0,2025-01-08,138,21,119,2025-01-09,INVENTORY
362,37671.0,2025-01-12,199,38,109,2025-01-14,INVENTORY
13,41911.0,2025-01-02,166,19,72,2025-01-02,INVENTORY
222,20696.0,2025-01-20,49,36,59,2025-01-22,INVENTORY
22,32280.0,2025-01-17,46,5,104,2025-01-19,INVENTORY
698,20012.0,2025-01-30,195,7,109,2025-02-01,INVENTORY
447,33837.0,2025-01-20,149,31,70,2025-01-20,INVENTORY
213,818.0,2025-01-21,239,25,40,2025-01-23,INVENTORY
618,16267.0,2025-01-19,237,10,18,2025-01-20,INVENTORY
282,5125.0,2025-01-04,12,15,75,2025-01-07,INVENTORY
51,8683.0,2025-01-23,221,21,19,2025-01-25,INVENTORY
426,6313.0,2025-01-28,60,29,78,2025-01-28,INVENTORY
432,3299.0,2025-01-31,75,12,83,2025-01-31,INVENTORY
405,5480.0,2025-01-05,161,42,45,2025-01-08,INVENTORY
22,37710.0,2025-01-15,200,14,109,2025-01-17,INVENTORY
708,6475.0,2025-01-13,108,11,57,2025-01-16,INVENTORY
84,40638.0,2025-01-07,219,44,66,2025-01-08,INVENTORY
176,24127.0,2025-01-16,243,11,66,2025-01-19,INVENTORY
671,2974.0,2025-01-25,154,16,42,2025-01-28,INVENTORY
124,32251.0,2025-01-08,100,27,105,2025-01-11,INVENTORY
550,29092.0,2025-01-25,114,25,4,2025-01-25,INVENTORY
589,2383.0,2025-01-16,170,28,52,2025-01-19,INVENTORY
559,44177.0,2025-01-28,244,22,66,2025-01-31,INVENTORY
565,14058.0,2025-01-26,211,39,52,2025-01-27,INVENTORY
721,26809.0,2025-01-10,157,12,108,2025-01-12,INVENTORY
496,36891.0,2025-01-02,51,12,81,2025-01-04,INVENTORY
198,29367.0,2025-01-12,196,33,24,2025-01-12,INVENTORY
533,44420.0,2025-01-25,93,33,85,2025-01-26,INVENTORY
72,9247.0,2025-01-11,189,6,81,2025-01-14,INVENTORY
563,9274.0,2025-01-09,72,22,27,2025-01-09,INVENTORY
550,43035.0,2025-01-20,181,33,28,2025-01-23,INVENTORY
366,4954.0,2025-01-20,228,13,61,2025-01-22,INVENTORY
79,29178.0,2025-01-01,159,13,52,2025-01-01,INVENTORY
430,21542.0,2025-01-10,121,38,61,2025-01-10,INVENTORY
383,25200.0,2025-01-25,40,16,3,2025-01-27,INVENTORY
606,46197.0,2025-01-11,104,13,54,2025-01-12,INVENTORY
299,6816.0,2025-01-18,54,40,70,2025-01-18,INVENTORY
552,15567.0,2025-01-05,103,41,63,2025-01-07,INVENTORY
221,20606.0,2025-01-24,69,28,81,2025-01-24,INVENTORY
45,49140.0,2025-01-04,93,33,19,2025-01-05,INVENTORY
115,46416.0,2025-01-07,118,30,75,2025-01-09,INVENTORY
677,34094.0,2025-01-12,93,16,45,2025-01-15,INVENTORY
487,34606.0,2025-01-28,122,13,91,2025-01-31,INVENTORY
375,3993.0,2025-01-20,178,9,83,2025-01-22,INVENTORY
796,27064.0,2025-01-29,219,13,58,2025-01-29,INVENTORY
375,15778.0,2025-01-28,0,14,87,2025-01-31,INVENTORY
194,30341.0,2025-01-11,88,13,18,2025-01-14,INVENTORY
483,44289.0,2025-01-09,240,25,11,2025-01-12,INVENTORY
524,7873.0,2025-01-11,98,13,40,2025-01-12,INVENTORY
486,29894.0,2025-01-05,166,6,82,2025-01-06,INVENTORY
100,24026.0,2025-01-22,85,17,83,2025-01-25,INVENTORY
721,37647.0,2025-01-31,56,10,38,2025-01-31,INVENTORY
57,2299.0,2025-01-26,11,39,81,2025-01-26,INVENTORY
491,29266.0,2025-01-20,129,30,8,2025-01-23,INVENTORY
32,49965.0,2025-01-21,39,12,34,2025-01-24,INVENTORY
29,6242.0,2025-01-15,146,26,86,2025-01-15,INVENTORY
199,2573.0,2025-01-22,31,23,100,2025-01-24,INVENTORY
133,12296.0,2025-01-26,83,14,25,2025-01-29,INVENTORY
303,31634.0,2025-01-11,79,17,33,2025-01-12,INVENTORY
690,36420.0,2025-01-17,161,26,63,2025-01-19,INVENTORY
298,5578.0,2025-01-12,75,28,15,2025-01-14,INVENTORY
635,30504.0,2025-01-09,170,41,115,2025-01-09,INVENTORY
187,16763.0,2025-01-22,186,16,15,2025-01-23,INVENTORY
538,40754.0,2025-01-26,88,38,38,2025-01-26,INVENTORY
93,19008.0,2025-01-05,236,16,5,2025-01-08,INVENTORY
184,35231.0,2025-01-21,113,22,68,2025-01-21,INVENTORY
352,13032.0,2025-01-28,191,14,27,2025-01-28,INVENTORY
510,42953.0,2025-01-20,161,14,36,2025-01-20,INVENTORY
343,27074.0,2025-01-01,111,18,27,2025-01-02,INVENTORY
587,11695.0,2025-01-10,0,37,34,2025-01-13,INVENTORY
648,2902.0,2025-01-03,75,35,16,2025-01-06,INVENTORY
450,23520.0,2025-01-16,46,17,106,2025-01-16,INVENTORY
588,5003.0,2025-01-09,197,31,67,2025-01-11,INVENTORY
25,41415.0,2025-01-24,90,14,1,2025-01-25,INVENTORY
472,24155.0,2025-01-01,11,31,47,2025-01-03,INVENTORY
17,9965.0,2025-01-25,20,42,111,2025-01-26,INVENTORY
311,43315.0,2025-01-13,180,9,76,2025-01-14,INVENTORY
338,44748.0,2025-01-26,37,28,112,2025-01-27,INVENTORY
490,42146.0,2025-01-31,57,23,90,2025-02-02,INVENTORY
517,141.0,2025-01-31,134,44,108,2025-02-03,INVENTORY
344,27499.0,2025-01-15,178,13,68,2025-01-15,INVENTORY
744,34290.0,2025-01-11,83,34,85,2025-01-12,INVENTORY
398,42122.0,2025-01-19,10,15,112,2025-01-19,INVENTORY
301,11162.0,2025-01-04,212,35,117,2025-01-04,INVENTORY
147,33550.0,2025-01-06,94,14,7,2025-01-09,INVENTORY
410,6132.0,2025-01-26,235,19,109,2025-01-27,INVENTORY
231,7589.0,2025-01-20,154,35,27,2025-01-22,INVENTORY
141,31051.0,2025-01-03,241,43,41,2025-01-06,INVENTORY
528,22059.0,2025-01-21,159,5,3,2025-01-21,INVENTORY
638,5894.0,2025-01-29,133,19,14,2025-01-30,INVENTORY
176,39229.0,2025-01-31,9,10,28,2025-02-02,INVENTORY
1,34785.0,2025-01-30,12,7,61,2025-01-30,INVENTORY
363,12843.0,2025-01-24,217,10,2,2025-01-25,INVENTORY
687,18958.0,2025-01-30,119,38,3,2025-02-02,INVENTORY
765,25677.0,2025-01-09,1,14,17,2025-01-11,INVENTORY
722,47146.0,2025-01-22,14,10,78,2025-01-22,INVENTORY
288,35326.0,2025-01-22,79,19,71,2025-01-25,INVENTORY
691,36552.0,2025-01-09,49,18,118,2025-01-11,INVENTORY
40,19958.0,2025-01-28,123,20,51,2025-01-31,INVENTORY
382,38296.0,2025-01-22,104,30,55,2025-01-22,INVENTORY
434,18483.0,2025-01-30,237,32,33,2025-02-01,INVENTORY
671,48199.0,2025-01-24,54,13,23,2025-01-25,INVENTORY
147,16716.0,2025-01-17,93,14,64,2025-01-17,INVENTORY
135,29164.0,2025-01-26,222,26,12,2025-01-29,INVENTORY
304,9723.0,2025-01-12,247,32,47,2025-01-12,INVENTORY
293,2286.0,2025-01-21,129,9,35,2025-01-23,INVENTORY
616,28320.0,2025-01-10,59,14,58,2025-01-12,INVENTORY
314,23486.0,2025-01-28,126,24,66,2025-01-29,INVENTORY
474,41284.0,2025-01-24,66,7,52,2025-01-24,INVENTORY
47,10578.0,2025-01-13,119,23,61,2025-01-14,INVENTORY
125,34514.0,2025-01-07,40,40,60,2025-01-08,INVENTORY
49,39183.0,2025-01-09,19,24,40,2025-01-09,INVENTORY
350,42081.0,2025-01-09,119,41,79,2025-01-09,INVENTORY
478,8937.0,2025-01-14,74,28,76,2025-01-16,INVENTORY
226,11336.0,2025-01-15,104,21,23,2025-01-18,INVENTORY
770,45835.0,2025-01-27,72,39,46,2025-01-29,INVENTORY
515,7266.0,2025-01-21,220,10,112,2025-01-22,INVENTORY
500,28562.0,2025-01-21,71,15,91,2025-01-21,INVENTORY
677,5942.0,2025-01-30,169,27,105,2025-01-31,INVENTORY
340,31943.0,2025-01-11,118,44,66,2025-01-13,INVENTORY
484,47161.0,2025-01-19,210,39,112,2025-01-21,INVENTORY
478,34698.0,2025-01-25,136,22,32,2025-01-28,INVENTORY
118,37164.0,2025-01-19,61,33,37,2025-01-21,INVENTORY
444,6384.0,2025-01-18,181,31,19,2025-01-18,INVENTORY
199,1204.0,2025-01-18,47,17,31,2025-01-20,INVENTORY
567,5000.0,2025-01-31,134,10,66,2025-02-02,INVENTORY
727,30665.0,2025-01-01,91,12,109,2025-01-02,INVENTORY
654,21846.0,2025-01-06,73,17,118,2025-01-07,INVENTORY
508,7873.0,2025-01-11,125,21,46,2025-01-12,INVENTORY
789,7651.0,2025-01-01,3,42,119,2025-01-03,INVENTORY
139,25632.0,2025-01-31,13,21,27,2025-02-02,INVENTORY
181,27925.0,2025-01-21,230,22,75,2025-01-22,INVENTORY
727,6211.0,2025-01-12,35,19,1,2025-01-12,INVENTORY
276,45834.0,2025-01-25,241,21,2,2025-01-26,INVENTORY
141,10392.0,2025-01-04,70,30,13,2025-01-06,INVENTORY
628,32791.0,2025-01-12,235,5,33,2025-01-12,INVENTORY
267,40832.0,2025-01-21,161,40,23,2025-01-22,INVENTORY
679,27115.0,2025-01-28,128,42,82,2025-01-30,INVENTORY
759,44246.0,2025-01-23,117,41,96,2025-01-24,INVENTORY
621,13713.0,2025-01-24,24,20,79,2025-01-26,INVENTORY
245,15043.0,2025-01-27,32,24,81,2025-01-29,INVENTORY
746,32499.0,2025-01-15,176,36,105,2025-01-15,INVENTORY
445,16504.0,2025-01-08,28,42,83,2025-01-11,INVENTORY
382,3194.0,2025-01-08,86,39,14,2025-01-08,INVENTORY
106,44851.0,2025-01-19,102,26,62,2025-01-20,INVENTORY
173,30295.0,2025-01-30,100,9,89,2025-01-31,INVENTORY
557,48119.0,2025-01-01,75,21,89,2025-01-03,INVENTORY
144,554.0,2025-01-23,171,10,56,2025-01-24,INVENTORY
490,43045.0,2025-01-31,222,10,23,2025-02-02,INVENTORY
587,11975.0,2025-01-07,217,13,24,2025-01-10,INVENTORY
374,2171.0,2025-01-10,30,12,119,2025-01-13,INVENTORY
328,7840.0,2025-01-16,98,27,87,2025-01-17,INVENTORY
116,41714.0,2025-01-21,106,16,17,2025-01-23,INVENTORY
242,24366.0,2025-01-07,47,34,82,2025-01-09,INVENTORY
452,18670.0,2025-01-28,152,13,44,2025-01-29,INVENTORY
749,28471.0,2025-01-24,192,41,59,2025-01-25,INVENTORY
755,12089.0,2025-01-21,189,8,7,2025-01-23,INVENTORY
230,10951.0,2025-01-10,116,24,57,2025-01-11,INVENTORY
287,7958.0,2025-01-21,61,17,3,2025-01-23,INVENTORY
498,26136.0,2025-01-01,71,38,1,2025-01-01,INVENTORY
766,49702.0,2025-01-16,73,41,80,2025-01-17,INVENTORY
209,31893.0,2025-01-07,163,9,8,2025-01-10,INVENTORY
353,8685.0,2025-01-30,138,43,112,2025-02-01,INVENTORY
541,18403.0,2025-01-20,138,34,57,2025-01-22,INVENTORY
573,26789.0,2025-01-13,86,40,65,2025-01-14,INVENTORY
752,41052.0,2025-01-22,70,10,49,2025-01-25,INVENTORY
250,46464.0,2025-01-31,109,21,1,2025-02-03,INVENTORY
9,48162.0,2025-01-11,53,12,88,2025-01-12,INVENTORY
471,23213.0,2025-01-16,149,30,108,2025-01-18,INVENTORY
232,45976.0,2025-01-12,193,15,61,2025-01-13,INVENTORY
689,23766.0,2025-01-27,45,15,27,2025-01-29,INVENTORY
165,22555.0,2025-01-01,112,26,103,2025-01-04,INVENTORY
128,30809.0,2025-01-31,209,34,5,2025-02-01,INVENTORY
287,6993.0,2025-01-10,86,14,36,2025-01-13,INVENTORY
253,44100.0,2025-01-13,138,38,0,2025-01-16,INVENTORY
226,13453.0,2025-01-23,161,41,85,2025-01-24,INVENTORY
602,15045.0,2025-01-09,235,24,97,2025-01-12,INVENTORY
428,15582.0,2025-01-28,178,28,102,2025-01-28,INVENTORY
488,43296.0,2025-01-24,246,15,18,2025-01-24,INVENTORY
263,38467.0,2025-01-29,77,30,89,2025-01-31,INVENTORY
425,8145.0,2025-01-30,96,16,119,2025-01-31,INVENTORY
553,4124.0,2025-01-01,141,17,8,2025-01-01,INVENTORY
657,23786.0,2025-01-08,67,33,50,2025-01-11,INVENTORY
337,23811.0,2025-01-04,166,16,17,2025-01-05,INVENTORY
698,23471.0,2025-01-29,126,16,50,2025-01-30,INVENTORY
406,1466.0,2025-01-28,112,19,106,2025-01-28,INVENTORY
375,11222.0,2025-01-13,11,33,98,2025-01-15,INVENTORY
18,12295.0,2025-01-06,145,30,116,2025-01-08,INVENTORY
714,48395.0,2025-01-09,199,16,107,2025-01-10,INVENTORY
444,44530.0,2025-01-18,131,12,99,2025-01-19,INVENTORY
768,36372.0,2025-01-15,229,26,105,2025-01-17,INVENTORY
796,16789.0,2025-01-03,51,36,76,2025-01-03,INVENTORY
547,17487.0,2025-01-11,129,11,102,2025-01-14,INVENTORY
262,15178.0,2025-01-06,193,19,86,2025-01-06,INVENTORY
644,26249.0,2025-01-28,140,27,10,2025-01-29,INVENTORY
190,39654.0,2025-01-04,98,19,8,2025-01-04,INVENTORY
177,18316.0,2025-01-14,248,20,29,2025-01-14,INVENTORY
232,27893.0,2025-01-26,170,34,70,2025-01-26,INVENTORY
10,47805.0,2025-01-05,157,41,52,2025-01-07,INVENTORY
16,8740.0,2025-01-18,117,7,102,2025-01-21,INVENTORY
778,10124.0,2025-01-21,152,31,11,2025-01-23,INVENTORY
622,25020.0,2025-01-03,182,38,78,2025-01-05,INVENTORY
366,15006.0,2025-01-06,227,9,48,2025-01-08,INVENTORY
97,27562.0,2025-01-07,8,19,106,2025-01-09,INVENTORY
56,26442.0,2025-01-21,139,30,20,2025-01-23,INVENTORY
223,13445.0,2025-01-04,68,38,27,2025-01-07,INVENTORY
442,285.0,2025-01-06,121,26,59,2025-01-09,INVENTORY
570,24739.0,2025-01-12,181,8,62,2025-01-13,INVENTORY
47,46790.0,2025-01-01,232,29,114,2025-01-04,INVENTORY
258,7868.0,2025-01-09,90,21,114,2025-01-10,INVENTORY
128,4699.0,2025-01-11,147,24,44,2025-01-13,INVENTORY
222,29331.0,2025-01-24,0,8,108,2025-01-24,INVENTORY
357,36760.0,2025-01-02,131,30,116,2025-01-05,INVENTORY
579,41203.0,2025-01-21,103,11,75,2025-01-21,INVENTORY
242,15136.0,2025-01-26,187,6,56,2025-01-27,INVENTORY
542,12127.0,2025-01-24,247,21,72,2025-01-25,INVENTORY
320,39789.0,2025-01-04,198,5,0,2025-01-05,INVENTORY
766,35708.0,2025-01-07,196,6,56,2025-01-10,INVENTORY
484,43956.0,2025-01-29,23,13,75,2025-01-30,INVENTORY
111,43418.0,2025-01-16,245,6,27,2025-01-19,INVENTORY
205,26190.0,2025-01-23,121,33,98,2025-01-24,INVENTORY
115,43776.0,2025-01-01,27,28,22,2025-01-04,INVENTORY
141,32153.0,2025-01-11,140,14,23,2025-01-14,INVENTORY
173,1045.0,2025-01-18,81,43,37,2025-01-20,INVENTORY
680,6665.0,2025-01-08,9,28,93,2025-01-08,INVENTORY
74,6597.0,2025-01-25,233,44,72,2025-01-26,INVENTORY
505,744.0,2025-01-18,219,26,62,2025-01-21,INVENTORY
164,26104.0,2025-01-01,101,28,96,2025-01-04,INVENTORY
626,10462.0,2025-01-10,152,28,105,2025-01-11,INVENTORY
380,23934.0,2025-01-04,41,33,79,2025-01-04,INVENTORY
751,19506.0,2025-01-04,127,43,35,2025-01-05,INVENTORY
66,37875.0,2025-01-06,246,39,112,2025-01-09,INVENTORY
357,40135.0,2025-01-30,2,7,90,2025-01-30,INVENTORY
346,37904.0,2025-01-13,104,43,49,2025-01-16,INVENTORY
20,25974.0,2025-01-15,235,16,59,2025-01-16,INVENTORY
129,12817.0,2025-01-19,64,17,73,2025-01-21,INVENTORY
60,218.0,2025-01-20,13,10,6,2025-01-23,INVENTORY
485,11969.0,2025-01-12,47,28,105,2025-01-14,INVENTORY
235,9535.0,2025-01-22,96,24,37,2025-01-22,INVENTORY
797,38710.0,2025-01-02,154,6,89,2025-01-05,INVENTORY
261,25235.0,2025-01-14,125,13,9,2025-01-17,INVENTORY
635,8562.0,2025-01-03,190,41,83,2025-01-05,INVENTORY
228,42772.0,2025-01-27,172,18,117,2025-01-29,INVENTORY
791,21823.0,2025-01-21,112,27,111,2025-01-21,INVENTORY
316,35312.0,2025-01-05,226,12,84,2025-01-05,INVENTORY
390,13823.0,2025-01-07,54,37,65,2025-01-08,INVENTORY
599,8261.0,2025-01-18,36,19,103,2025-01-18,INVENTORY
74,28749.0,2025-01-12,37,31,16,2025-01-13,INVENTORY
477,49748.0,2025-01-10,190,41,80,2025-01-12,INVENTORY
642,42723.0,2025-01-23,82,24,1,2025-01-23,INVENTORY
538,16143.0,2025-01-28,185,44,3,2025-01-29,INVENTORY
214,25065.0,2025-01-14,12,10,93,2025-01-16,INVENTORY
82,32658.0,2025-01-15,227,34,69,2025-01-16,INVENTORY
251,11218.0,2025-01-24,119,42,28,2025-01-27,INVENTORY
379,39344.0,2025-01-23,81,14,81,2025-01-25,INVENTORY
227,33860.0,2025-01-26,111,19,105,2025-01-27,INVENTORY
197,25676.0,2025-01-18,112,43,14,2025-01-20,INVENTORY
513,18933.0,2025-01-13,205,20,86,2025-01-13,INVENTORY
301,5567.0,2025-01-14,213,29,4,2025-01-16,INVENTORY
600,29967.0,2025-01-12,15,12,27,2025-01-12,INVENTORY
